index,Survived,Pclass,Age,SibSp,Parch,Fare,Fare_COP,TicketSize_encoded,Sex_female,Sex_male,Emb_C,Emb_Q,Emb_S
303,1,2,-0.07928377634524714,0,0,12.35,-0.3997582667846178,1,true,false,false,false,true
304,0,3,-0.07928377634524714,0,0,8.05,-0.48633742168692556,2,false,true,false,false,true
305,1,1,-2.376220949290226,1,2,151.55,2.402990189587764,0,false,true,false,false,true
306,1,1,-0.07928377634524714,0,0,110.8833,1.5841789061771412,0,true,false,true,false,false
307,1,1,-1.0123084773199431,1,0,108.9,1.5442457810799906,0,true,false,true,false,false
308,0,2,0.09035707837742488,1,0,24.0,-0.16518916106092346,1,false,true,true,false,false
309,1,1,-0.07928377634524714,0,0,56.9292,0.4978299802435121,0,true,false,true,false,false
310,1,1,-0.41856548579059116,0,0,83.1583,1.0259447039291218,0,true,false,true,false,false
311,1,1,-0.07928377634524714,2,2,262.375,4.634416897040848,0,true,false,true,false,false
312,0,2,-0.07928377634524714,1,1,26.0,-0.12491978668775705,1,true,false,false,false,true
313,0,3,-0.07928377634524714,0,0,7.8958,-0.4894421904510967,2,false,true,false,false,true
314,0,2,1.193022634074793,1,1,26.25,-0.11988611489111126,1,false,true,false,false,true
315,1,3,-0.24892463106791915,0,0,7.8542,-0.49027979343805855,2,true,false,false,false,true
316,1,2,-0.41856548579059116,1,0,26.0,-0.12491978668775705,1,true,false,false,false,true
317,0,2,2.126047335049489,0,0,14.0,-0.3665360329267555,1,false,true,false,false,true
318,1,1,0.17517750573876087,0,2,164.8667,2.6711177784453373,0,true,false,false,false,true
319,1,1,-0.07928377634524714,1,1,134.5,2.059693773056521,0,true,false,true,false,false
320,0,3,-0.5882063405132631,0,0,7.25,-0.5024451714361922,2,false,true,false,false,true
321,0,3,-0.07928377634524714,0,0,7.8958,-0.4894421904510967,2,false,true,false,false,true
322,1,2,0.09035707837742488,0,0,12.35,-0.3997582667846178,1,true,false,false,true,false
323,1,2,-0.07928377634524714,1,1,29.0,-0.06451572512800745,1,true,false,false,false,true
324,0,3,-0.07928377634524714,8,2,69.55,0.7519458402879415,0,false,true,false,false,true
325,1,1,0.5992796425454409,0,0,135.6333,2.082512414045075,0,true,false,true,false,false
326,0,3,2.7197903265788406,0,0,6.2375,-0.5228315422126076,2,false,true,false,false,true
327,1,2,-0.07928377634524714,0,0,13.0,-0.3866707201133387,1,true,false,false,false,true
328,1,3,0.17517750573876087,1,1,20.525,-0.2351571990343001,1,true,false,false,false,true
329,1,1,-1.097128904681279,0,1,57.9792,0.5189714017894245,0,true,false,true,false,false
330,1,3,-0.07928377634524714,2,0,23.25,-0.18029017645086087,1,true,false,false,true,false
331,0,1,1.405073702478133,0,0,28.5,-0.07458306872129905,1,false,true,false,false,true
332,0,1,0.7689204972681128,0,1,153.4625,2.4414977788321046,0,false,true,false,false,true
333,0,3,-0.07928377634524714,2,0,18.0,-0.2859972841804227,1,false,true,false,false,true
334,1,1,-0.07928377634524714,1,0,133.65,2.042579288947925,0,true,false,false,false,true
335,0,3,-0.07928377634524714,0,0,7.8958,-0.4894421904510967,2,false,true,false,false,true
336,0,1,0.005536651016088867,1,0,66.6,0.6925485130875211,0,false,true,false,false,true
337,1,1,1.023381779352121,0,0,134.5,2.059693773056521,0,true,false,true,false,false
338,1,3,-0.07928377634524714,0,0,8.05,-0.48633742168692556,2,false,true,false,false,true
339,0,1,1.362663488797465,0,0,35.5,0.06635974158478339,1,false,true,false,false,true
340,1,2,-2.2846148877399832,1,1,26.0,-0.12491978668775705,1,false,true,false,false,true
341,1,1,-0.41856548579059116,3,2,263.0,4.6470010765324625,0,true,false,false,false,true
342,0,2,-0.07928377634524714,0,0,13.0,-0.3866707201133387,1,false,true,false,false,true
343,0,2,-0.33374505842925517,0,0,13.0,-0.3866707201133387,1,false,true,false,false,true
344,0,2,-0.07928377634524714,0,0,13.0,-0.3866707201133387,1,false,true,false,false,true
345,1,2,-0.41856548579059116,0,0,13.0,-0.3866707201133387,1,true,false,false,false,true
346,1,2,0.9385613519907849,0,0,13.0,-0.3866707201133387,1,true,false,false,false,true
347,1,3,-0.07928377634524714,1,0,16.1,-0.32425318983493073,1,true,false,false,false,true
348,1,3,-2.199794460378647,1,1,15.9,-0.3282801272722474,1,false,true,false,false,true
349,0,3,1.108202206713457,0,0,8.6625,-0.47400492578514336,2,false,true,false,false,true
350,0,3,-0.07928377634524714,0,0,9.225,-0.4626791642426903,2,false,true,false,false,true
351,0,1,-0.07928377634524714,0,0,35.0,0.05629239799149178,1,false,true,false,false,true
352,0,3,-1.181949332042615,1,1,7.2292,-0.502863972929673,2,false,true,true,false,false
353,0,3,-0.33374505842925517,1,0,17.8,-0.29002422161773933,1,false,true,false,false,true
354,0,3,-0.07928377634524714,0,0,7.225,-0.5029485386158568,2,false,true,true,false,false
355,0,3,-0.07928377634524714,0,0,9.5,-0.45714212526637993,2,false,true,false,false,true
356,1,1,-0.5882063405132631,0,1,55.0,0.4589861417231559,0,true,false,false,false,true
357,0,2,-0.07928377634524714,0,0,13.0,-0.3866707201133387,1,true,false,false,false,true
358,1,3,-0.07928377634524714,0,0,7.8792,-0.48977642625839396,2,true,false,false,true,false
359,1,3,-0.07928377634524714,0,0,7.8792,-0.48977642625839396,2,true,false,false,true,false
360,0,3,-0.07928377634524714,1,4,27.9,-0.08666388103324897,1,false,true,false,false,true
361,0,2,0.005536651016088867,1,0,27.7208,-0.09027201697708469,1,false,true,true,false,false
362,0,3,-0.07928377634524714,0,1,14.4542,-0.3573908580066094,1,true,false,true,false,false
363,0,3,0.5144592151841049,0,0,7.05,-0.5064721088735088,2,false,true,false,false,true
364,0,3,-0.07928377634524714,1,0,15.5,-0.3363340021468807,1,false,true,false,true,false
365,0,3,0.09035707837742488,0,0,7.25,-0.5024451714361922,2,false,true,false,false,true
366,1,1,2.634969899217505,1,0,75.25,0.8667135572514658,0,true,false,true,false,false
367,1,3,-0.07928377634524714,0,0,7.2292,-0.502863972929673,2,true,false,true,false,false
368,1,3,-0.07928377634524714,0,0,7.75,-0.4923778278429005,2,true,false,false,true,false
369,1,1,-0.41856548579059116,0,0,69.3,0.7469121684912957,0,true,false,false,false,true
370,1,1,-0.33374505842925517,1,0,55.4417,0.4678796330534696,0,false,true,true,false,false
371,0,3,-0.9274880499586071,1,0,6.4958,-0.5176307525123132,2,false,true,false,false,true
372,0,3,-0.8426676225972711,0,0,8.05,-0.48633742168692556,2,false,true,false,false,true
373,0,1,-0.5882063405132631,0,0,135.6333,2.082512414045075,0,false,true,true,false,false
374,0,3,-2.199794460378647,3,1,21.075,-0.22408312108167933,1,true,false,false,false,true
375,1,1,-0.07928377634524714,1,0,82.1708,1.0060617003323709,0,true,false,true,false,false
376,1,3,-0.5882063405132631,0,0,7.25,-0.5024451714361922,2,true,false,false,false,true
377,0,1,-0.16410420370658313,0,2,211.5,3.6100646864234274,0,false,true,true,false,false
378,0,3,-0.7578471952359351,0,0,4.0125,-0.5676312212027552,2,false,true,true,false,false
379,0,3,-0.8426676225972711,0,0,7.775,-0.4918744606632359,2,false,true,false,false,true
380,1,1,1.108202206713457,0,0,227.525,3.9327230485884233,0,true,false,true,false,false
381,1,3,-2.369435315101319,0,2,15.7417,-0.3314674482538835,1,true,false,true,false,false
382,0,3,0.2599979331000969,0,0,7.925,-0.4888542575852485,2,false,true,false,false,true
383,1,1,0.5144592151841049,1,0,52.0,0.39858208016340624,0,true,false,false,false,true
384,0,3,-0.07928377634524714,0,0,7.8958,-0.4894421904510967,2,false,true,false,false,true
385,0,2,-0.9274880499586071,0,0,73.5,0.8314778546749452,0,false,true,false,false,true
386,0,3,-2.369435315101319,5,2,46.9,0.2958951755118319,1,false,true,false,false,true
387,1,2,0.5992796425454409,0,0,13.0,-0.3866707201133387,1,true,false,false,false,true
388,0,3,-0.07928377634524714,0,0,7.7292,-0.49279662933638146,2,false,true,false,true,false
389,1,2,-1.0123084773199431,0,0,12.0,-0.40680540729992193,1,true,false,true,false,false
390,1,1,0.5992796425454409,1,2,120.0,1.7677408088510642,0,false,true,false,false,true
391,1,3,-0.6730267678745991,0,0,7.7958,-0.49145565916975503,2,false,true,false,false,true
392,0,3,-0.07928377634524714,2,0,7.925,-0.4888542575852485,2,false,true,false,false,true
393,1,1,-0.5033859131519272,1,0,113.275,1.6323350375212922,0,true,false,true,false,false
394,1,3,-0.41856548579059116,0,2,16.7,-0.3121723775229808,1,true,false,false,false,true
395,0,3,-0.5882063405132631,0,0,7.7958,-0.49145565916975503,2,false,true,false,false,true
396,0,3,-0.07928377634524714,0,0,7.8542,-0.49027979343805855,2,true,false,false,false,true
397,0,2,1.447483916158801,0,0,26.0,-0.12491978668775705,1,false,true,false,false,true
398,0,2,-0.5033859131519272,0,0,10.5,-0.4370074380797967,1,false,true,false,false,true
399,1,2,-0.07928377634524714,0,0,12.65,-0.39371786062864284,1,true,false,false,false,true
400,1,3,0.853740924629449,0,0,7.925,-0.4888542575852485,2,false,true,false,false,true
401,0,3,-0.24892463106791915,0,0,8.05,-0.48633742168692556,2,false,true,false,false,true
402,0,3,-0.6730267678745991,1,0,9.825,-0.4505983519307404,2,true,false,false,false,true
403,0,3,-0.07928377634524714,1,0,15.85,-0.32928686163157656,1,false,true,false,false,true
404,0,3,-0.7578471952359351,0,0,8.6625,-0.47400492578514336,2,true,false,false,false,true
405,0,2,0.4296387878227689,1,0,21.0,-0.22559322262067308,1,false,true,false,false,true
406,0,3,1.8715860529654809,0,0,7.75,-0.4923778278429005,2,false,true,false,false,true
407,1,2,-2.199794460378647,1,1,18.75,-0.2708962687904853,1,false,true,false,false,true
408,0,3,-0.07928377634524714,0,0,7.775,-0.4918744606632359,2,false,true,false,false,true
409,0,3,-0.07928377634524714,3,1,25.4667,-0.13565761536436186,1,true,false,false,false,true
410,0,3,-0.07928377634524714,0,0,7.8958,-0.4894421904510967,2,false,true,false,false,true
411,0,3,-0.07928377634524714,0,0,6.8583,-0.5103319284071768,2,false,true,false,true,false
412,1,1,0.3448183604614329,1,0,90.0,1.163700193253568,0,true,false,false,true,false
413,0,2,-0.07928377634524714,0,0,0.0,-0.6484216535389203,3,false,true,false,false,true
414,1,3,1.277843061436129,0,0,7.925,-0.4888542575852485,2,false,true,false,false,true
415,0,3,-0.07928377634524714,0,0,8.05,-0.48633742168692556,2,true,false,false,false,true
416,1,2,-0.07928377634524714,1,1,32.5,0.005955680025033772,1,true,false,false,false,true
417,1,2,-0.9274880499586071,0,2,13.0,-0.3866707201133387,1,true,false,false,false,true
418,0,2,0.09035707837742488,0,0,13.0,-0.3866707201133387,1,false,true,false,false,true
419,0,3,-1.6060514688492953,0,2,24.15,-0.16216895798293599,1,true,false,false,false,true
420,0,3,-0.07928377634524714,0,0,7.8958,-0.4894421904510967,2,false,true,false,false,true
421,0,3,-0.6730267678745991,0,0,7.7333,-0.49271407711891646,2,false,true,false,true,false
422,0,3,-0.07928377634524714,0,0,7.875,-0.4898609919445776,2,false,true,false,false,true
423,0,3,-0.07928377634524714,1,1,14.4,-0.35848215805212225,1,true,false,false,false,true
424,0,3,-0.9274880499586071,1,1,20.2125,-0.24144928878010735,1,false,true,false,false,true
425,0,3,-0.07928377634524714,0,0,7.25,-0.5024451714361922,2,false,true,false,false,true
426,1,2,-0.07928377634524714,1,0,26.0,-0.12491978668775705,1,true,false,false,false,true
427,1,2,-0.8426676225972711,0,0,26.0,-0.12491978668775705,1,true,false,false,false,true
428,0,3,-0.07928377634524714,0,0,7.75,-0.4923778278429005,2,false,true,false,true,false
429,1,3,0.2599979331000969,0,0,8.05,-0.48633742168692556,2,false,true,false,false,true
430,1,1,-0.07928377634524714,0,0,26.55,-0.11384570873513629,1,false,true,false,false,true
431,1,3,-0.07928377634524714,1,0,16.1,-0.32425318983493073,1,true,false,false,false,true
432,1,2,1.108202206713457,1,0,26.0,-0.12491978668775705,1,true,false,false,false,true
433,0,3,-1.0123084773199431,0,0,7.125,-0.504962007334515,2,false,true,false,false,true
434,0,1,1.7867656256041449,1,0,55.9,0.47710736019108074,0,false,true,false,false,true
435,1,1,-1.266769759403951,1,2,120.0,1.7677408088510642,0,true,false,false,false,true
436,0,3,-0.6730267678745991,2,2,34.375,0.04370821849987728,1,true,false,false,false,true
437,1,2,-0.41856548579059116,2,3,18.75,-0.2708962687904853,1,true,false,false,false,true
438,0,1,2.9742516086628488,1,4,263.0,4.6470010765324625,0,false,true,false,false,true
439,0,2,-0.07928377634524714,0,0,10.5,-0.4370074380797967,1,false,true,false,false,true
440,1,2,1.362663488797465,1,1,26.25,-0.11988611489111126,1,true,false,false,false,true
441,0,3,-0.7578471952359351,0,0,9.5,-0.45714212526637993,2,false,true,false,false,true
442,0,3,-0.07928377634524714,1,0,7.775,-0.4918744606632359,2,false,true,false,false,true
443,1,2,-0.07928377634524714,0,0,13.0,-0.3866707201133387,1,true,false,false,false,true
444,1,3,-0.07928377634524714,0,0,8.1125,-0.48507900373776414,2,false,true,false,false,true
445,1,1,-2.1149740330173112,0,2,81.8583,0.9997696105865637,0,false,true,false,false,true
446,1,2,-0.07928377634524714,0,1,19.5,-0.2557952534005479,1,true,false,false,false,true
447,1,1,-0.07928377634524714,0,0,26.55,-0.11384570873513629,1,false,true,false,false,true
448,1,3,-0.07928377634524714,2,1,19.2583,-0.26066180729354504,1,true,false,false,false,true
449,1,1,1.9564064803268169,0,0,30.5,-0.03431369434813264,1,false,true,false,false,true
450,0,2,0.5992796425454409,1,2,27.75,-0.08968408411123645,1,false,true,false,false,true
451,0,3,-0.07928377634524714,1,0,19.9667,-0.24639839489056947,1,false,true,false,false,true
452,0,1,0.09035707837742488,0,0,27.75,-0.08968408411123645,1,false,true,false,false,true
453,1,1,1.7019451982428089,1,0,89.1042,1.1456635404718272,0,false,true,true,false,false
454,0,3,-0.07928377634524714,0,0,8.05,-0.48633742168692556,2,false,true,false,false,true
455,1,3,0.005536651016088867,0,0,7.8958,-0.4894421904510967,2,false,true,false,false,true
456,0,1,3.0590720360241845,0,0,26.55,-0.11384570873513629,1,false,true,false,false,true
457,1,1,-0.07928377634524714,1,0,51.8625,0.3958135606752511,0,true,false,false,false,true
458,1,2,1.7867656256041449,0,0,10.5,-0.4370074380797967,1,true,false,false,false,true
459,0,3,-0.07928377634524714,0,0,7.75,-0.4923778278429005,2,false,true,false,true,false
460,1,1,1.6171247708814729,0,0,26.55,-0.11384570873513629,1,false,true,false,false,true
461,0,3,0.4296387878227689,0,0,8.05,-0.48633742168692556,2,false,true,false,false,true
462,0,1,-0.07928377634524714,0,0,38.5,0.126763803144533,1,false,true,false,false,true
463,0,2,1.6171247708814729,0,0,13.0,-0.3866707201133387,1,false,true,false,false,true
464,0,3,-0.07928377634524714,0,0,8.05,-0.48633742168692556,2,false,true,false,false,true
465,0,3,-0.07928377634524714,0,0,7.05,-0.5064721088735088,2,false,true,false,false,true
466,0,2,-0.07928377634524714,0,0,0.0,-0.6484216535389203,3,false,true,false,false,true
467,0,1,2.295688189772161,0,0,26.55,-0.11384570873513629,1,false,true,false,false,true
468,0,3,-0.07928377634524714,0,0,7.725,-0.4928811950225651,2,false,true,false,true,false
469,1,3,-2.390640421941653,2,1,19.2583,-0.26066180729354504,1,true,false,true,false,false
470,0,3,-0.07928377634524714,0,0,7.25,-0.5024451714361922,2,false,true,false,false,true
471,0,3,0.7689204972681128,0,0,8.6625,-0.47400492578514336,2,false,true,false,false,true
472,1,2,0.3448183604614329,1,2,27.75,-0.08968408411123645,1,true,false,false,false,true
473,1,2,-0.5033859131519272,0,0,13.7917,-0.37073008826772075,1,true,false,true,false,false
474,0,3,-0.5882063405132631,0,0,9.8375,-0.4503466683409081,2,true,false,false,false,true
475,0,1,-0.07928377634524714,0,0,52.0,0.39858208016340624,0,false,true,false,false,true
476,0,2,0.4296387878227689,1,0,21.0,-0.22559322262067308,1,false,true,false,false,true
477,0,3,-0.07928377634524714,1,0,7.0458,-0.5065566745596924,2,false,true,false,false,true
478,0,3,-0.5882063405132631,0,0,7.5208,-0.4969926981460654,2,false,true,false,false,true
479,1,3,-2.2846148877399832,0,1,12.2875,-0.4010166847337792,1,true,false,false,false,true
480,0,3,-1.6908718962106313,5,2,46.9,0.2958951755118319,1,false,true,false,false,true
481,0,2,-0.07928377634524714,0,0,0.0,-0.6484216535389203,3,false,true,false,false,true
482,0,3,1.7867656256041449,0,0,8.05,-0.48633742168692556,2,false,true,false,false,true
483,1,3,2.8894311813015126,0,0,9.5875,-0.4553803401375539,2,true,false,false,false,true
484,1,1,-0.33374505842925517,1,0,91.0792,1.1854295476653287,0,false,true,false,false,true
485,0,3,-0.07928377634524714,3,1,25.4667,-0.13565761536436186,1,true,false,false,false,true
486,1,1,0.5144592151841049,1,0,90.0,1.163700193253568,0,true,false,false,false,true
487,0,1,2.465329044494833,0,0,29.7,-0.0504214440973992,1,false,true,true,false,false
488,0,3,0.09035707837742488,0,0,8.05,-0.48633742168692556,2,false,true,false,false,true
489,1,3,-1.6908718962106313,1,1,15.9,-0.3282801272722474,1,false,true,false,false,true
490,0,3,-0.07928377634524714,1,0,19.9667,-0.24639839489056947,1,false,true,false,false,true
491,0,3,-0.6730267678745991,0,0,7.25,-0.5024451714361922,2,false,true,false,false,true
492,0,1,2.210867762410825,0,0,30.5,-0.03431369434813264,1,false,true,false,false,true
493,0,1,-0.07928377634524714,0,0,49.5042,0.34832992788313183,1,false,true,true,false,false
494,0,3,-0.07928377634524714,0,0,8.05,-0.48633742168692556,2,false,true,false,false,true
495,0,3,-0.07928377634524714,0,0,14.4583,-0.3573083057891444,1,false,true,true,false,false
496,1,1,2.126047335049489,1,0,78.2667,0.9274538680872313,0,true,false,false,false,true
497,0,3,-0.07928377634524714,0,0,15.1,-0.34438787702151397,1,false,true,false,false,true
498,0,1,-0.33374505842925517,1,2,151.55,2.402990189587764,0,true,false,false,false,true
499,0,3,-0.41856548579059116,0,0,7.7958,-0.49145565916975503,2,false,true,false,false,true
500,0,3,-1.0123084773199431,0,0,8.6625,-0.47400492578514336,2,false,true,false,false,true
501,0,3,-0.6730267678745991,0,0,7.75,-0.4923778278429005,2,true,false,false,true,false
502,0,3,-0.07928377634524714,0,0,7.6292,-0.4948100980550398,2,true,false,false,true,false
503,0,3,0.6841000699067769,0,0,9.5875,-0.4553803401375539,2,true,false,false,false,true
504,1,1,-1.097128904681279,0,0,86.5,1.093228788100527,0,true,false,false,false,true
505,0,1,-0.9274880499586071,1,0,108.9,1.5442457810799906,0,false,true,true,false,false
506,1,2,0.3448183604614329,0,2,26.0,-0.12491978668775705,1,true,false,false,false,true
507,1,1,-0.07928377634524714,0,0,26.55,-0.11384570873513629,1,false,true,false,false,true
508,0,3,-0.07928377634524714,0,0,22.525,-0.1948878246611337,1,false,true,false,false,true
509,1,3,-0.24892463106791915,0,0,56.4958,0.48910360681684706,0,false,true,false,false,true
510,1,3,0.005536651016088867,0,0,7.75,-0.4923778278429005,2,false,true,false,true,false
511,0,3,-0.07928377634524714,0,0,8.05,-0.48633742168692556,2,false,true,false,false,true
512,1,1,-0.07928377634524714,0,0,26.2875,-0.11913106412161438,1,false,true,false,false,true
513,1,1,2.126047335049489,1,0,59.4,0.547578765344122,0,true,false,true,false,false
514,0,3,-0.41856548579059116,0,0,7.4958,-0.49749606532573,2,false,true,false,false,true
515,0,1,1.532304343520137,0,0,34.0208,0.03657651229838957,1,false,true,false,false,true
516,1,2,0.4296387878227689,0,0,10.5,-0.4370074380797967,1,true,false,false,false,true
517,0,3,-0.07928377634524714,0,0,24.15,-0.16216895798293599,1,false,true,false,true,false
518,1,2,0.5992796425454409,1,0,26.0,-0.12491978668775705,1,true,false,false,false,true
519,0,3,0.2599979331000969,0,0,7.8958,-0.4894421904510967,2,false,true,false,false,true
520,1,1,0.09035707837742488,0,0,93.5,1.2341715984066093,0,true,false,false,false,true
521,0,3,-0.5882063405132631,0,0,7.8958,-0.4894421904510967,2,false,true,false,false,true
522,0,3,-0.07928377634524714,0,0,7.225,-0.5029485386158568,2,false,true,true,false,false
523,1,1,1.277843061436129,0,1,57.9792,0.5189714017894245,0,true,false,true,false,false
524,0,3,-0.07928377634524714,0,0,7.2292,-0.502863972929673,2,false,true,true,false,false
525,0,3,0.9809715656714529,0,0,7.75,-0.4923778278429005,2,false,true,false,true,false
526,1,2,1.7867656256041449,0,0,10.5,-0.4370074380797967,1,true,false,false,false,true
527,0,1,-0.07928377634524714,0,0,221.7792,3.8170331629517538,0,false,true,false,false,true
528,0,3,0.853740924629449,0,0,7.925,-0.4888542575852485,2,false,true,false,false,true
529,0,2,-0.07928377634524714,2,1,11.5,-0.4168727508932135,1,false,true,false,false,true
530,1,2,-2.2846148877399832,1,1,26.0,-0.12491978668775705,1,true,false,false,false,true
531,0,3,-0.07928377634524714,0,0,7.2292,-0.502863972929673,2,false,true,true,false,false
532,0,3,-0.07928377634524714,1,1,7.2292,-0.502863972929673,2,false,true,true,false,false
533,1,3,-0.07928377634524714,0,2,22.3583,-0.1982442770151371,1,true,false,true,false,false
534,0,3,0.09035707837742488,0,0,8.6625,-0.47400492578514336,2,true,false,false,false,true
535,1,2,-1.8605127509333033,0,2,26.25,-0.11988611489111126,1,true,false,false,false,true
536,0,1,1.362663488797465,0,0,26.55,-0.11384570873513629,1,false,true,false,false,true
537,1,1,0.09035707837742488,0,0,106.425,1.4944124302931971,0,true,false,true,false,false
538,0,3,-0.07928377634524714,0,0,14.5,-0.35646868933346393,1,false,true,false,false,true
539,1,1,-0.07928377634524714,0,2,49.5,0.34824536219694824,1,true,false,true,false,false
540,1,1,0.5992796425454409,0,2,71.0,0.7811411367084872,0,true,false,false,false,true
541,0,3,-0.07928377634524714,4,2,31.275,-0.018709311778530652,1,true,false,false,false,true
542,0,3,-1.5212310414879593,4,2,31.275,-0.018709311778530652,1,true,false,false,false,true
543,1,2,0.2599979331000969,1,0,26.0,-0.12491978668775705,1,false,true,false,false,true
544,0,1,1.7867656256041449,1,0,106.425,1.4944124302931971,0,false,true,true,false,false
545,0,1,-0.07928377634524714,0,0,26.0,-0.12491978668775705,1,false,true,false,false,true
546,1,2,-0.8426676225972711,1,0,26.0,-0.12491978668775705,1,true,false,false,false,true
547,1,2,-0.07928377634524714,0,0,13.8625,-0.36930455241491067,1,false,true,true,false,false
548,0,3,0.3448183604614329,1,1,20.525,-0.2351571990343001,1,false,true,false,false,true
549,1,2,-1.7756923235719673,1,1,36.75,0.09152810056801239,1,false,true,false,false,true
550,1,1,-1.0123084773199431,0,2,110.8833,1.5841789061771412,0,false,true,true,false,false
551,0,2,-0.16410420370658313,0,0,26.0,-0.12491978668775705,1,false,true,false,false,true
552,0,3,-0.07928377634524714,0,0,7.8292,-0.49078316061772315,2,false,true,false,true,false
553,1,3,-0.5882063405132631,0,0,7.225,-0.5029485386158568,2,false,true,true,false,false
554,1,3,-0.5882063405132631,0,0,7.775,-0.4918744606632359,2,true,false,false,false,true
555,0,1,2.804610753940177,0,0,26.55,-0.11384570873513629,1,false,true,false,false,true
556,1,1,1.6171247708814729,1,0,39.6,0.14891195904977453,1,true,false,false,false,true
557,0,1,-0.07928377634524714,0,0,227.525,3.9327230485884233,0,false,true,true,false,false
558,1,1,0.853740924629449,1,1,79.65,0.9553061808724319,0,true,false,false,false,true
559,1,3,0.5992796425454409,1,0,17.4,-0.2980780964923726,1,true,false,false,false,true
560,0,3,-0.07928377634524714,0,0,7.75,-0.4923778278429005,2,false,true,false,true,false
561,0,3,0.9385613519907849,0,0,7.8958,-0.4894421904510967,2,false,true,false,false,true
562,0,2,-0.07928377634524714,0,0,13.5,-0.3766033765200471,1,false,true,false,false,true
563,0,3,-0.07928377634524714,0,0,8.05,-0.48633742168692556,2,false,true,false,false,true
564,0,3,-0.07928377634524714,0,0,8.05,-0.48633742168692556,2,true,false,false,false,true
565,0,3,-0.41856548579059116,2,0,24.15,-0.16216895798293599,1,false,true,false,false,true
566,0,3,-0.8426676225972711,0,0,7.8958,-0.4894421904510967,2,false,true,false,false,true
567,0,3,0.005536651016088867,0,4,21.075,-0.22408312108167933,1,true,false,false,false,true
568,0,3,-0.07928377634524714,0,0,7.2292,-0.502863972929673,2,false,true,true,false,false
569,1,3,0.2599979331000969,0,0,7.8542,-0.49027979343805855,2,false,true,false,false,true
570,1,2,2.804610753940177,0,0,10.5,-0.4370074380797967,1,false,true,false,false,true
571,1,1,2.041226907688153,2,0,51.4792,0.38809593507663365,0,true,false,false,false,true
572,1,1,0.5992796425454409,0,0,26.3875,-0.11711759540295606,1,false,true,false,false,true
573,1,3,-0.07928377634524714,0,0,7.75,-0.4923778278429005,2,true,false,false,true,false
574,0,3,-1.097128904681279,0,0,8.05,-0.48633742168692556,2,false,true,false,false,true
575,0,3,-0.8426676225972711,0,0,14.5,-0.35646868933346393,1,false,true,false,false,true
576,1,2,0.4296387878227689,0,0,13.0,-0.3866707201133387,1,true,false,false,false,true
577,1,1,0.853740924629449,1,0,55.9,0.47710736019108074,0,true,false,false,false,true
578,0,3,-0.07928377634524714,1,0,14.4583,-0.3573083057891444,1,true,false,true,false,false
579,1,3,0.2599979331000969,0,0,7.925,-0.4888542575852485,2,false,true,false,false,true
580,1,2,-0.33374505842925517,1,1,30.0,-0.044381037941424235,1,true,false,false,false,true
581,1,1,0.853740924629449,1,1,110.8833,1.5841789061771412,0,true,false,true,false,false
582,0,2,2.126047335049489,0,0,26.0,-0.12491978668775705,1,false,true,false,false,true
583,0,1,0.5992796425454409,0,0,40.125,0.1594826698227307,1,false,true,true,false,false
584,0,3,-0.07928377634524714,0,0,8.7125,-0.4729981914258142,2,false,true,true,false,false
585,1,1,-0.07928377634524714,0,2,79.65,0.9553061808724319,0,true,false,false,false,true
586,0,2,1.532304343520137,0,0,15.0,-0.3464013457401723,1,false,true,false,false,true
587,1,1,2.634969899217505,1,1,79.2,0.9462455716384695,0,false,true,true,false,false
588,0,3,-0.5882063405132631,0,0,8.05,-0.48633742168692556,2,false,true,false,false,true
589,0,3,-0.07928377634524714,0,0,8.05,-0.48633742168692556,2,false,true,false,false,true
590,0,3,-0.07928377634524714,0,0,7.125,-0.504962007334515,2,false,true,false,false,true
591,1,1,-0.07928377634524714,1,0,78.2667,0.9274538680872313,0,true,false,true,false,false
592,0,3,1.532304343520137,0,0,7.25,-0.5024451714361922,2,false,true,false,false,true
593,0,3,-0.07928377634524714,0,2,7.75,-0.4923778278429005,2,true,false,false,true,false
594,0,2,-0.07928377634524714,1,0,26.0,-0.12491978668775705,1,false,true,false,false,true
595,0,3,0.5992796425454409,1,1,24.15,-0.16216895798293599,1,false,true,false,false,true
596,1,2,-0.07928377634524714,0,0,33.0,0.016023023618325374,1,true,false,false,false,true
597,0,3,1.7019451982428089,0,0,0.0,-0.6484216535389203,3,false,true,false,false,true
598,0,3,-0.07928377634524714,0,0,7.225,-0.5029485386158568,2,false,true,true,false,false
599,1,1,-0.07928377634524714,1,0,56.9292,0.4978299802435121,0,false,true,true,false,false
600,1,2,-0.41856548579059116,2,1,27.0,-0.10478509950117385,1,true,false,false,false,true
601,0,3,-0.07928377634524714,0,0,7.8958,-0.4894421904510967,2,false,true,false,false,true
602,0,1,-0.07928377634524714,0,0,42.4,0.20528908317220748,1,false,true,false,false,true
603,0,3,1.277843061436129,0,0,8.05,-0.48633742168692556,2,false,true,false,false,true
604,1,1,-0.07928377634524714,0,0,26.55,-0.11384570873513629,1,false,true,true,false,false
605,0,3,-0.07928377634524714,1,0,15.55,-0.33532726778755156,1,false,true,false,false,true
606,0,3,0.09035707837742488,0,0,7.8958,-0.4894421904510967,2,false,true,false,false,true
607,1,1,-0.16410420370658313,0,0,30.5,-0.03431369434813264,1,false,true,false,false,true
608,1,2,-0.5882063405132631,1,2,41.5792,0.18876253192945994,1,true,false,true,false,false
